,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
47329|FOXA1,5.35493226828755E-18,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1,FOXA1
52683|FOXA2,4.36953719291572E-16,Homo sapiens,FOXA2,tf,CyT49,Embryonic Stem Cell,Embryo,1,FOXA2
34389|SMARCA4,2.83842353782941E-15,Homo sapiens,SMARCA4,cr,None,None,None,1,SMARCA4
68975|PR,1.15463194561016E-14,Homo sapiens,PR,predicted transcription factor,T47D,None,Breast,1,PR
50122|LMNB1,2.21489493412719E-14,Homo sapiens,LMNB1,not sure,IMR90,Fibroblast,Lung,1,LMNB1
71746|SOX4,3.05866443284231E-14,Homo sapiens,SOX4,tf,None,Fibroblast,Fetal Lung,1,SOX4
33707|SOX2,3.52495810318487E-14,Homo sapiens,SOX2,tf,BJ,Fibroblast,Skin,1,SOX2
72703|NUP98-HOXA9,1.76247905159244E-13,Homo sapiens,NUP98-HOXA9,other,HEK293FT,None,Kidney,1,NUP98-HOXA9
54134|CEBPB,8.33166868829949E-13,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
56668|HOXB13,1.20720100582616E-12,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
57641|HDAC1,4.29852820005294E-11,Homo sapiens,HDAC1,cr,Nalm6,B cell precursor,Blood,1,HDAC1
55563|MEF2B,8.87922513292949E-11,Homo sapiens,MEF2B,tf,None,B Lymphocyte,None,1,MEF2B
72793|LMNA,5.42508760137395E-10,Homo sapiens,LMNA,not sure,HeLa,Epithelium,Cervix,1,LMNA
65125|PRDM6,5.91636906133175E-10,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1,PRDM6
33917|WDR5,6.07248529238547E-10,Homo sapiens,WDR5,cr,NHEK,Keratinocyte,Skin,1,WDR5
75278|ZBTB48,8.41102465454213E-10,Homo sapiens,ZBTB48,,U2OS,None,None,1,ZBTB48
38496|RBL1,1.14330178657696E-09,Homo sapiens,RBL1,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL1
41490|RNF2,1.23994492451374E-09,Homo sapiens,RNF2,predicted transcription factor,DU145,Epithelium,Prostate,1,RNF2
52428|MYC,4.1320704080583E-09,Homo sapiens,MYC,tf,HEK293,Epithelium,Embryonic Kidney,1,MYC
74643|NFATC3,4.25528234870853E-09,Homo sapiens,NFATC3,tf,HepG2,Epithelium,Liver,1,NFATC3
41411|ERCC3,6.26340290743599E-09,Homo sapiens,ERCC3,predicted chromatin regulator,HT1080,None,Connective Tissue,1,ERCC3
41492|BMI1,7.17427961482997E-09,Homo sapiens,BMI1,cr,DU145,Epithelium,Prostate,1,BMI1
72089|AFF1,1.06071866845525E-08,Homo sapiens,AFF1,tf,None,Leukemic cells,Bone Marrow,1,AFF1
5822|DUX4,1.90861066395875E-08,Homo sapiens,DUX4,other,None,Myoblast,Muscle,1,DUX4
41412|ERCC2,6.67778111140827E-08,Homo sapiens,ERCC2,tf,HT1080,None,Connective Tissue,1,ERCC2
48692|H3F3B,1.94104381068261E-07,Homo sapiens,H3F3B,other,None,Spermatid,None,1,H3F3B
67748|GATA2,2.79958344395759E-07,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1,GATA2
67858|TET2,5.17731187088533E-07,Homo sapiens,TET2,cr,HEK293T,Epithelium,Embryonic Kidney,1,TET2
76995|GLI2,5.72585678759729E-07,Homo sapiens,GLI2,tf,THP-1,None,None,1,GLI2
41489|RING1,9.75964839722288E-07,Homo sapiens,RING1,cr,DU145,Epithelium,Prostate,1,RING1
50047|AR,1.06093458929202E-06,Homo sapiens,AR,tf,LNCaP,Epithelium,Prostate,0,AR
76967|MBOAT4,1.09117822061355E-06,Homo sapiens,MBOAT4,other,HeLa,Epithelium,Cervix,1,MBOAT4
44026|AGO1,1.17076166517016E-06,Homo sapiens,AGO1,other,PC-3,Epithelium,Prostate,1,AGO1
63809|HLF,2.49936685448038E-06,Homo sapiens,HLF,,HepG2,Epithelium,Liver,1,HLF
54612|TEAD1,5.17516502318571E-06,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
74361|OTX2,6.17246131229265E-06,Homo sapiens,OTX2,tf,D283 Med,None,None,1,OTX2
50899|LHX2,6.24500792051341E-06,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
56901|PBX3,1.12462603675256E-05,Homo sapiens,PBX3,tf,SMMC-7721,None,Liver,1,PBX3
51542|POU5F1,1.16776583619083E-05,Homo sapiens,POU5F1,tf,HUES64,Embryonic Stem Cell,Embryo,1,POU5F1
72552|TRIM28,1.29803680647411E-05,Homo sapiens,TRIM28,cr,None,Neural Progenitor Cell,None,1,TRIM28
68872|ESR1,1.4481360321561E-05,Homo sapiens,ESR1,tf,MCF-7,Embryonic Stem Cell,Breast,1,ESR1
77331|SP140,2.21302973036908E-05,Homo sapiens,SP140,tf,None,Macrophage,None,1,SP140
36712|CDX2,2.75661824328255E-05,Homo sapiens,CDX2,tf,COLO-320,Epithelium,Colon,1,CDX2
33150|GATA3,4.31740997998698E-05,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1,GATA3
34962|KMT2A,4.62291685512928E-05,Homo sapiens,KMT2A,not sure,RS4,B Lymphocyte,None,1,KMT2A
76859|IRAK1,5.21712635088156E-05,Homo sapiens,IRAK1,other,HEK293,Epithelium,Embryonic Kidney,1,IRAK1
49604|ZNF486,5.36053537393832E-05,Homo sapiens,ZNF486,not sure,None,Embryonic Stem Cell,Embryo,1,ZNF486
32784|ATF3,5.82382406731918E-05,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
69558|PSIP1,7.9527599891327E-05,Homo sapiens,PSIP1,predicted transcription factor,MV4-11,Leukemia Cell,None,1,PSIP1
44874|5HMC,7.99465627014384E-05,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
51478|GATA6,0.000137767750354734,Homo sapiens,GATA6,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA6
75850|BRD4,0.000138919107165347,Homo sapiens,BRD4,cr,Rh4,rhabdomyosarcoma,None,1,BRD4
70228|DNMT3A,0.000142892136290818,Homo sapiens,DNMT3A,cr,None,Stem cell,Foreskin,1,DNMT3A
54609|YAP1,0.000155610237297821,Homo sapiens,YAP1,other,SF268,None,None,1,YAP1
77155|ZNF248,0.000156686404581774,Homo sapiens,ZNF248,tf,293T,None,None,1,ZNF248
73925|ZNF84,0.000219652113087165,Homo sapiens,ZNF84,predicted transcription factor,293T,None,None,1,ZNF84
51465|GATA4,0.000360968125396099,Homo sapiens,GATA4,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA4
36349|PTPN11,0.000433834694420376,Homo sapiens,PTPN11,other,A549,Epithelium,Lung,1,PTPN11
45815|MAFK,0.000476233814215132,Homo sapiens,MAFK,tf,HepG2,Epithelium,Liver,1,MAFK
44768|TP53,0.000480431217703692,Homo sapiens,TP53,predicted transcription factor,None,Keratinocyte,Foreskin,1,TP53
59168|MLLT1,0.00101844502857629,Homo sapiens,MLLT1,not sure,SEM,Pre-B Lymphocyte,None,1,MLLT1
54140|ATF4,0.00107138544529795,Homo sapiens,ATF4,tf,None,Mesenchymal Stem Cell,None,1,ATF4
40379|CTCF,0.00112808709062517,Homo sapiens,CTCF,tf,BCBL1,B cell lymphoma,None,1,CTCF
68878|NR3C1,0.00136985064401235,Homo sapiens,NR3C1,tf,MCF-7,Embryonic Stem Cell,Breast,1,NR3C1
55300|JUN,0.0013919886986542,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
4551|SPI1,0.00145638863554109,Homo sapiens,SPI1,predicted transcription factor,None,Haematopoietic Progenitor Cell,Cord blood,1,SPI1
36252|NKX3-1,0.00180816784199844,Homo sapiens,NKX3-1,tf,LNCaP,Epithelium,Prostate,1,NKX3-1
77175|ZNF133,0.00188476110425978,Homo sapiens,ZNF133,tf,293T,None,None,1,ZNF133
1740|FOS,0.00195722676188509,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
74382|RELA,0.00217040638590482,Homo sapiens,RELA,tf,MCF-7,None,Breast,1,RELA
65079|ZNF317,0.00282825582264057,Homo sapiens,ZNF317,,HEK293,Epithelium,Embryonic Kidney,1,ZNF317
50409|PPARG,0.00286786817450674,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
1010|FOXH1,0.0029028865256584,Homo sapiens,FOXH1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXH1
65075|ZNF382,0.0032514084410194,Homo sapiens,ZNF382,,HEK293,Epithelium,Embryonic Kidney,1,ZNF382
71204|PIAS1,0.00327692348229969,Homo sapiens,PIAS1,other,LNCaP,Epithelium,Prostate,1,PIAS1
57659|BAHD1,0.0033579234724016,Homo sapiens,BAHD1,both predicted transcription factor and chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BAHD1
71873|SMC1A,0.00353960058081682,Homo sapiens,SMC1A,predicted chromatin regulator,HepG2,hepatocellular carcinoma,None,1,SMC1A
76854|CDCA2,0.00365888365521533,Homo sapiens,CDCA2,other,HeLa,Epithelium,Cervix,1,CDCA2
71756|NANOG,0.00388406469207625,Homo sapiens,NANOG,tf,LNCaP,Epithelium,Prostate,1,NANOG
69557|ASH1L,0.00452932731748712,Homo sapiens,ASH1L,cr,MV4-11,Leukemia Cell,None,1,ASH1L
45801|MAFF,0.00459446349016868,Homo sapiens,MAFF,tf,HepG2,Epithelium,Liver,1,MAFF
37625|MYH11,0.00487576202786205,Homo sapiens,MYH11,not sure,U937,None,Pleura,1,MYH11
70162|TEAD4,0.00515043186929054,Homo sapiens,TEAD4,tf,BE2-C,Neuroblastoma cell,Bone Marrow,1,TEAD4
77264|DPF1,0.00672810096369353,Homo sapiens,DPF1,other,K562,Erythroblast,Bone Marrow,1,DPF1
9230|CBX3,0.00678505767717136,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
44433|TAL1,0.00723327533285423,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
64604|FEZF1,0.0075317623616335,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
64140|HHEX,0.00810183368017126,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
56463|EHMT2,0.00826367977148357,Homo sapiens,EHMT2,cr,HEK293T,Epithelium,Embryonic Kidney,1,EHMT2
63592|TCF7,0.00907703483374583,Homo sapiens,TCF7,tf,HepG2,Epithelium,Liver,1,TCF7
33916|GRHL3,0.00921794100732931,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
49257|SCML2,0.00934338610551017,Homo sapiens,SCML2,tf,293T-Rex,None,None,0,SCML2
5888|LIN9,0.00993040398649958,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
52205|IL1RN,0.0104852711472733,Homo sapiens,IL1RN,other,HEK293T,Epithelium,Embryonic Kidney,0,IL1RN
397|IGF1R,0.0106165711733886,Homo sapiens,IGF1R,not sure,DFB,Melanocyte,Skin,0,IGF1R
74651|BATF3,0.0115840128209537,Homo sapiens,BATF3,tf,GM12878,B Lymphocyte,Blood,1,BATF3
38488|RBL2,0.012685454787836,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
67613|HNF1B,0.0129229255454397,Homo sapiens,HNF1B,tf,CFPAC-1,None,Pancreatic ductal,0,HNF1B
63285|OSR2,0.0129622418752264,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
69249|SIX2,0.0133526868904423,Homo sapiens,SIX2,tf,None,Cortex,Kidney,1,SIX2
46151|BCL11A,0.013581912168159,Homo sapiens,BCL11A,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCL11A
58319|MED1,0.0137028115701332,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1,MED1
65081|ZIM3,0.0152812109910213,Homo sapiens,ZIM3,,HEK293,Epithelium,Embryonic Kidney,1,ZIM3
45655|JUND,0.0168814996205143,Homo sapiens,JUND,tf,GM12878,B Lymphocyte,Blood,1,JUND
62646|HES2,0.0175385378290485,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
41167|CEBPA,0.0181584945868147,Homo sapiens,CEBPA,tf,SGBS,Adipocyte,Adipose,1,CEBPA
43893|HOXC9,0.0186493480857144,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1,HOXC9
47735|LANA,0.0188112639512115,Homo sapiens,LANA,other,BCBL1,B cell lymphoma,None,0,LANA
54626|NCAPG,0.0193135222870978,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,NCAPG
33481|IRF5,0.020041074587885,Homo sapiens,IRF5,tf,None,Monocyte,Blood,0,IRF5
65133|PRDM1,0.0231318371218585,Homo sapiens,PRDM1,tf,HEK293,Epithelium,Embryonic Kidney,1,PRDM1
72220|TP63,0.028823210511885,Homo sapiens,TP63,predicted transcription factor,JHU-029,None,None,1,TP63
35471|NKX2-1,0.0290960689758624,Homo sapiens,NKX2-1,tf,NCI-H1819,None,Lung,1,NKX2-1
77519|H3K18me1,0.0291659611806669,Homo sapiens,H3K18me1,,U2OS,None,Bone,1,H3K18me1
33035|AHR,0.0301335540038251,Homo sapiens,AHR,tf,MCF-7,Epithelium,Breast,1,AHR
63919|FOSL2,0.0331018078163167,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
76567|ZNF618,0.0352542623389591,Homo sapiens,ZNF618,tf,293T,None,None,1,ZNF618
64957|ATF2,0.0463787392040742,Homo sapiens,ATF2,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,ATF2
65086|ZSCAN16,0.0464633690533276,Homo sapiens,ZSCAN16,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN16
64780|JUNB,0.0534738726558577,Homo sapiens,JUNB,tf,GM12878,B Lymphocyte,Blood,1,JUNB
49732|ASCL1,0.0567159696444625,Homo sapiens,ASCL1,tf,NCI-H526,Epithelium,Lung,0,ASCL1
76140|H2AFX,0.057194962514904,Homo sapiens,H2AFX,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,H2AFX
34366|SUMO1,0.0573821768849345,Homo sapiens,SUMO1,other,HeLa,Epithelium,Cervix,0,SUMO1
38708|HOXA2,0.0599270925714313,Homo sapiens,HOXA2,tf,LoVo,None,Colon,0,HOXA2
38795|TCF7L2,0.0676667237641764,Homo sapiens,TCF7L2,tf,LoVo,None,Colon,0,TCF7L2
54664|TCF4,0.0696599276628452,Homo sapiens,TCF4,tf,HCT-116,None,Colon,1,TCF4
43364|EBNA3C,0.0700138267915237,Homo sapiens,EBNA3C,other,None,B Lymphocyte,None,1,EBNA3C
77081|ZNF585A,0.0772975875943314,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
36814|TLE3,0.0784048257946552,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
54106|DNMT1,0.087737568194688,Homo sapiens,DNMT1,cr,PC-3,Epithelium,Prostate,1,DNMT1
54243|FOXO1,0.0940137257769629,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
38174|EBNA3,0.10606134996977,Homo sapiens,EBNA3,other,Mutu III,B Lymphocyte,None,1,EBNA3
62691|CEBPG,0.107771954106476,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
64575|MAFG,0.122363007223744,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1,MAFG
38854|DLX2,0.125059968703704,Homo sapiens,DLX2,tf,LoVo,None,Colon,1,DLX2
77262|HMG20A,0.126070973230666,Homo sapiens,HMG20A,tf,GM12878,B Lymphocyte,Blood,1,HMG20A
70103|HIST1H1B,0.149240448875549,Homo sapiens,HIST1H1B,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIST1H1B
77069|ZNF627,0.171627949081611,Homo sapiens,ZNF627,tf,293T,None,None,1,ZNF627
63878|NFE2,0.173118980844024,Homo sapiens,NFE2,tf,K562,Erythroblast,Bone Marrow,1,NFE2
55730|GATA1,0.182389646300934,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
6544|TP73,0.199782411981166,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
44427|SMARCC1,0.212951169818898,Homo sapiens,SMARCC1,cr,MCF-7,Epithelium,Breast,0,SMARCC1
43086|7SK,0.243994006581808,Homo sapiens,7SK,other,HEK293T,Epithelium,Embryonic Kidney,0,7SK
65182|ZNF708,0.255360887227037,Homo sapiens,ZNF708,,HEK293,Epithelium,Embryonic Kidney,1,ZNF708
52497|TCF21,0.273435083885469,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
64241|ZNF146,0.283154234945897,Homo sapiens,ZNF146,,HEK293,Epithelium,Embryonic Kidney,1,ZNF146
43676|CDK2,0.302633687297268,Homo sapiens,CDK2,not sure,T47D-MTVL,Epithelium,Mammary Gland,0,CDK2
76419|MAML3,0.327607060133952,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
38713|HNF4A,0.334087396218011,Homo sapiens,HNF4A,tf,LoVo,None,Colon,1,HNF4A
41188|EED,0.341888897501647,Homo sapiens,EED,cr,DU145,Epithelium,Prostate,1,EED
52574|CHRM2,0.349634995275582,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
38678|HOXA13,0.350463874529335,Homo sapiens,HOXA13,tf,LoVo,None,Colon,1,HOXA13
65211|ZFP28,0.354478233520975,Homo sapiens,ZFP28,,HEK293,Epithelium,Embryonic Kidney,1,ZFP28
47710|SOX11,0.363886271607509,Homo sapiens,SOX11,tf,GRANTA-519,B Lymphocyte,None,0,SOX11
51448|EOMES,0.377386757768945,Homo sapiens,EOMES,tf,HUES64,Embryonic Stem Cell,Embryo,1,EOMES
77185|ZKSCAN2,0.378704241908975,Homo sapiens,ZKSCAN2,tf,293T,None,None,1,ZKSCAN2
72702|HOXA9,0.378950255956074,Homo sapiens,HOXA9,tf,HEK293FT,None,Kidney,1,HOXA9
73963|ZNF266,0.379525870347276,Homo sapiens,ZNF266,predicted transcription factor,293T,None,None,1,ZNF266
74657|ARID3A,0.384364001131651,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
51750|FOXP1,0.384931998575294,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
37605|FAIRE,0.390789486313729,Homo sapiens,FAIRE,other,None,Epithelium,Mammary Gland,1,FAIRE
77165|ZNF182,0.409911518431393,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
51251|KDM1B,0.421104681299085,Homo sapiens,KDM1B,cr,HepG2,Epithelium,Liver,0,KDM1B
56126|APOBEC3B,0.477014573394855,Homo sapiens,APOBEC3B,other,MCF-7,Epithelium,Breast,1,APOBEC3B
64442|ZSCAN20,0.483387197292922,Homo sapiens,ZSCAN20,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN20
48802|KDM1A,0.509961507740379,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1,KDM1A
75045|FOSL1,0.515084995165996,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
38796|ZFAT,0.517011567692395,Homo sapiens,ZFAT,tf,LoVo,None,Colon,1,ZFAT
71878|NIPBL,0.522293236866275,Homo sapiens,NIPBL,not sure,HepG2,hepatocellular carcinoma,None,1,NIPBL
63593|SOX13,0.527790833572864,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
77068|ZNF649,0.532071376964429,Homo sapiens,ZNF649,tf,293T,None,None,1,ZNF649
35315|GRHL2,0.538774743115556,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
64547|HNF1A,0.547980269316481,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
38806|FOXO3,0.558626665907324,Homo sapiens,FOXO3,tf,LoVo,None,Colon,0,FOXO3
1086|SMAD4,0.562390508927359,Homo sapiens,SMAD4,predicted transcription factor,H9,Embryonic Stem Cell,Embryo,1,SMAD4
39443|FOXM1,0.57547773803647,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1,FOXM1
47774|LDB1,0.576669212765684,Homo sapiens,LDB1,not sure,None,Erythroid Progenitor Cell,Blood,1,LDB1
73932|ZNF680,0.592465005228874,Homo sapiens,ZNF680,,293T,None,None,1,ZNF680
73940|ZNF558,0.598359021092033,Homo sapiens,ZNF558,,293T,None,None,1,ZNF558
50111|MAF,0.603887779801329,Homo sapiens,MAF,tf,None,Keratinocyte,Foreskin,1,MAF
76279|CALU,0.61278130366592,Homo sapiens,CALU,other,Calu-3,None,Lung,1,CALU
53340|T,0.618388249905215,Homo sapiens,T,tf,H9,Embryonic Stem Cell,Embryo,0,T
54240|PGR,0.624347181020093,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
38858|MECOM,0.627147900554769,Homo sapiens,MECOM,tf,LoVo,None,Colon,1,MECOM
77267|NFIA,0.628228408451337,Homo sapiens,NFIA,tf,HepG2,Epithelium,Liver,1,NFIA
73929|ZNF766,0.628435260873876,Homo sapiens,ZNF766,,293T,None,None,1,ZNF766
39786|RUNX1T1,0.637953227178742,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
53479|MBD2,0.653385662288835,Homo sapiens,MBD2,cr,HMLER,None,None,1,MBD2
70101|5MC,0.656790786440784,Homo sapiens,5MC,other,293T,None,None,1,5MC
48621|BATF,0.657267280629134,Homo sapiens,BATF,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,BATF
36026|HIRA,0.659409510800597,Homo sapiens,HIRA,predicted transcription factor,None,Epithelium,Cervix,1,HIRA
8768|CBX8,0.665620088113589,Homo sapiens,CBX8,cr,K562,Erythroblast,Bone Marrow,1,CBX8
76816|NEUROG2,0.671764352262615,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
77018|ZNF93,0.672183064692354,Homo sapiens,ZNF93,tf,293T,None,None,1,ZNF93
35875|CBX5,0.675428005066156,Homo sapiens,CBX5,cr,HEK293,Epithelium,Embryonic Kidney,1,CBX5
65069|ZNF490,0.685231012883358,Homo sapiens,ZNF490,,HEK293,Epithelium,Embryonic Kidney,1,ZNF490
41515|NR5A2,0.685480451410013,Homo sapiens,NR5A2,tf,MCF-7,Epithelium,Breast,1,NR5A2
46304|HDAC2,0.691434969809022,Homo sapiens,HDAC2,cr,K562,Erythroblast,Bone Marrow,1,HDAC2
62959|NFE2L2,0.693677559339559,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
39785|RUNX1,0.695208832400633,Homo sapiens,RUNX1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1
33032|ARNT,0.702758491599261,Homo sapiens,ARNT,predicted transcription factor,MCF-7,Epithelium,Breast,1,ARNT
63895|NFE2L1,0.703367440435374,Homo sapiens,NFE2L1,tf,K562,Erythroblast,Bone Marrow,1,NFE2L1
77110|ZNF483,0.706985658047849,Homo sapiens,ZNF483,tf,293T,None,None,1,ZNF483
62547|CUX1,0.711153546456776,Homo sapiens,CUX1,tf,MCF-7,Epithelium,Breast,1,CUX1
71282|SMAD3,0.719702068532851,Homo sapiens,SMAD3,tf,None,hESC,None,1,SMAD3
44099|FOXP3,0.720932135870015,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
59347|RBPJ,0.721243906473137,Homo sapiens,RBPJ,tf,LCL,Lymphoblastoid,Blood,1,RBPJ
64738|ZBTB33,0.725788574040611,Homo sapiens,ZBTB33,tf,K562,Erythroblast,Bone Marrow,1,ZBTB33
38760|PDX1,0.731899106079146,Homo sapiens,PDX1,tf,LoVo,None,Colon,0,PDX1
48640|IRF4,0.735219083379944,Homo sapiens,IRF4,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,IRF4
1|BTAF1,0.736529528562582,Homo sapiens,BTAF1,tf,HeLa,Epithelium,Cervix,0,BTAF1
77027|ZNF808,0.738040776873009,Homo sapiens,ZNF808,other,293T,None,None,1,ZNF808
64313|ZNF664,0.740810055354469,Homo sapiens,ZNF664,,HEK293,Epithelium,Embryonic Kidney,1,ZNF664
47856|REST,0.742446320581755,Homo sapiens,REST,tf,GM12878,B Lymphocyte,Blood,1,REST
74119|OLFM2,0.743168035910697,Homo sapiens,OLFM2,other,MCF7-LTED,None,None,1,OLFM2
68797|SATB1,0.743444413703299,Homo sapiens,SATB1,tf,SH-SY5Y,Neuron,None,1,SATB1
76547|CHAT,0.747026301096583,Homo sapiens,CHAT,other,SH-SY5Y,Neuron,None,0,CHAT
38807|ISL1,0.751360735846588,Homo sapiens,ISL1,tf,LoVo,None,Colon,0,ISL1
77176|ZNF132,0.760263060653487,Homo sapiens,ZNF132,tf,293T,None,None,1,ZNF132
64414|HMBOX1,0.774953316961583,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
53399|CHD8,0.77620173203795,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,1,CHD8
71056|SETDB1,0.777502572250056,Homo sapiens,SETDB1,cr,HeLa,Epithelium,Cervix,1,SETDB1
49781|CHD7,0.778302932662872,Homo sapiens,CHD7,cr,None,iPSC,None,1,CHD7
52210|TALE,0.78119253507649,Homo sapiens,TALE,other,HEK293T,Epithelium,Embryonic Kidney,0,TALE
77054|ZNF716,0.781489116451833,Homo sapiens,ZNF716,tf,293T,None,None,1,ZNF716
58186|BANF1,0.782620921141511,Homo sapiens,BANF1,other,None,Keratinocyte,None,1,BANF1
58881|RAD21,0.782789386834599,Homo sapiens,RAD21,not sure,TF-1,Erythroblast,Bone Marrow,1,RAD21
69523|ZNF224,0.785777687767635,Homo sapiens,ZNF224,,HEK293,HEK 293 Cell Line,None,1,ZNF224
36811|GREB1,0.790214685347026,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
74685|NFIL3,0.795412181003837,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
65082|ZNF778,0.797641401380655,Homo sapiens,ZNF778,,HEK293,Epithelium,Embryonic Kidney,1,ZNF778
41168|NR1H3,0.798388989649698,Homo sapiens,NR1H3,tf,SGBS,Adipocyte,Adipose,0,NR1H3
77077|ZNF613,0.80267948313998,Homo sapiens,ZNF613,tf,293T,None,None,1,ZNF613
2|GAPDH,0.803837825273095,Homo sapiens,GAPDH,not sure,HeLa,Epithelium,Cervix,0,GAPDH
50820|EHF,0.804776965258406,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,1,EHF
77052|ZNF736,0.805026855258177,Homo sapiens,ZNF736,other,293T,None,None,0,ZNF736
5662|POLR2M,0.809085018970796,Homo sapiens,POLR2M,tf,IMR90,Fibroblast,Lung,1,POLR2M
69232|CENPT,0.812355641359665,Homo sapiens,CENPT,other,HeLa,Epithelium,Cervix,1,CENPT
39652|SRC,0.813637321694455,Homo sapiens,SRC,not sure,LS180,Epithelium,Colon,1,SRC
77254|ZSCAN2,0.816493870430784,Homo sapiens,ZSCAN2,tf,MCF-7,None,None,1,ZSCAN2
73405|NOTCH1,0.819655708930655,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,None,Neurosphere,None,1,NOTCH1
